Date,Closing Price,Change,Trading Volume (shr),Trading Value (KHR),Opening,High,Low,Market Cap. (Mil.KHR),Full Market Cap. (Mil.KHR)
10/05/2023,"4,380",,189,"828,720","4,400","4,400","4,320","112,610","112,610"
09/05/2023,"4,400",,307,"1,332,600","4,480","4,480","4,300","113,124","113,124"
05/05/2023,"4,440",,212,"948,640","4,340","4,500","4,340","114,152","114,152"
03/05/2023,"4,460",,787,"3,510,020","4,460","4,460","4,460","114,667","114,667"
02/05/2023,"4,460",,21,"93,660","4,460","4,460","4,460","114,667","114,667"
28/04/2023,"4,460",,123,"550,840","4,480","4,500","4,440","114,667","114,667"
27/04/2023,"4,480",,183,"820,020","4,500","4,500","4,480","115,181","115,181"
26/04/2023,"4,500",,"1,662","7,387,780","4,500","4,500","4,420","115,695","115,695"
25/04/2023,"4,540",,77,"349,880","4,560","4,580","4,500","116,723","116,723"
24/04/2023,"4,560",,82,"375,900","4,600","4,600","4,560","117,238","117,238"
21/04/2023,"4,580",,37,"169,140","4,580","4,580","4,480","117,752","117,752"
20/04/2023,"4,580",,680,"3,086,440","4,580","4,620","4,500","117,752","117,752"
19/04/2023,"4,580",,100,"457,600","4,580","4,580","4,560","117,752","117,752"
18/04/2023,"4,580",,38,"174,040","4,580","4,580","4,580","117,752","117,752"
17/04/2023,"4,600",,29,"132,960","4,580","4,600","4,580","118,266","118,266"
13/04/2023,"4,580",,32,"146,560","4,580","4,580","4,580","117,752","117,752"
12/04/2023,"4,580",,253,"1,141,740","4,600","4,600","4,500","117,752","117,752"
11/04/2023,"4,600",,"3,143","14,709,380","4,460","4,980","4,460","118,266","118,266"
10/04/2023,"4,540",,66,"299,460","4,580","4,580","4,460","116,723","116,723"
07/04/2023,"4,560",,27,"123,360","4,800","4,800","4,560","117,238","117,238"
06/04/2023,"4,540",,72,"328,000","4,560","4,560","4,540","116,723","116,723"
05/04/2023,"4,560",,17,"77,540","4,580","4,580","4,560","117,238","117,238"
04/04/2023,"4,540",,634,"2,856,720","4,560","4,580","4,500","116,723","116,723"
03/04/2023,"4,560",,"48,596","200,735,880","4,560","4,560","4,560","117,238","117,238"
31/03/2023,"4,560",,131,"596,900","4,980","4,980","4,500","117,238","117,238"
30/03/2023,"4,560",,65,"296,200","4,580","4,580","4,540","117,238","117,238"
29/03/2023,"4,580",,109,"499,980","4,600","4,600","4,580","117,752","117,752"
28/03/2023,"4,560",,73,"333,060","4,560","4,580","4,560","117,238","117,238"
